date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Wind (Curtailment) -  GWh,Solar (Utility) (Curtailment) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2008-04-01,0.00,-66.36,4119.81,9962.62,0.00,0.84,595.80,629.42,252.18,0.00,0.00,0.00,908.35,11.64,0.00,0.00,0.00,0.00,5253818.02,9193982.51,0.00,873.15,351661.54,299007.96,157312.71,0.00,0.00,929.47,40.88,0.00,1587690.37,191053651.76,355479548.32,0.00,28016.67,47970481.19,34541915.65,14070780.95,0.00,0.00,0.00,47551293.13,2119944.05,0.00,0.00
2008-05-01,0.00,-97.42,4306.36,10478.96,0.00,1.24,673.55,853.99,299.40,0.00,0.00,0.00,1101.22,0.00,0.00,0.00,0.00,0.00,5511643.69,9605241.79,0.00,1286.81,391911.35,402220.02,188856.80,0.00,0.00,913.94,46.47,0.00,2693583.58,219795922.50,439558899.12,0.00,70263.15,46835849.11,56134131.48,17244044.40,0.00,0.00,0.00,67192504.93,0.00,0.00,0.00
2008-06-01,0.00,-117.53,4725.18,10024.01,0.00,4.96,561.74,824.03,268.32,0.00,0.00,0.00,1070.76,0.00,0.00,0.00,0.00,0.00,6028656.76,9201662.26,0.00,5183.76,336161.01,385358.88,170151.35,0.00,0.00,928.91,41.22,0.00,2877204.68,200303002.61,397575086.98,0.00,503747.75,42731296.86,49162759.09,14750393.55,0.00,0.00,0.00,54471210.26,0.00,0.00,0.00
2008-07-01,0.00,-104.38,4985.05,11214.94,0.00,0.45,477.75,821.24,269.38,0.00,0.00,0.00,1214.00,0.00,0.00,0.00,0.00,0.00,6335651.34,10319966.63,0.00,487.10,281223.02,383116.34,169240.19,0.00,0.00,926.44,45.50,0.00,2411489.21,224092557.21,520562092.28,0.00,1072436.28,28436669.32,44130253.00,23926713.83,0.00,0.00,0.00,68107683.88,0.00,0.00,0.00
2008-08-01,0.00,-88.91,5034.49,11095.62,0.00,0.49,554.53,784.88,313.89,0.00,0.00,0.00,1044.81,0.00,0.00,0.00,0.00,0.00,6468522.03,10206009.38,0.00,498.97,319617.62,364136.03,207282.32,0.00,0.00,937.37,37.39,0.00,2106834.20,190763618.43,406727376.79,0.00,15236.78,25247646.48,30207303.18,13789799.21,0.00,0.00,0.00,54486335.56,0.00,0.00,0.00
2008-09-01,0.00,-90.13,4572.31,9808.38,0.00,0.17,310.51,771.76,294.76,0.00,0.00,0.00,1029.04,0.00,0.00,0.00,0.00,0.00,5863006.88,9013753.66,0.00,165.36,178893.17,359225.79,188928.14,0.00,0.00,934.55,33.06,0.00,1915307.87,158418926.08,319634990.97,0.00,5540.53,12336944.06,25870463.13,11695471.39,0.00,0.00,0.00,45449062.71,0.00,0.00,0.00
2008-10-01,0.00,-121.54,4649.39,9972.34,0.00,2.31,301.20,594.37,434.31,0.00,0.00,0.00,1005.31,79.52,0.00,0.00,0.00,0.00,5993162.33,9192593.36,0.00,2385.88,183680.85,240571.97,296767.08,0.00,0.00,940.41,59.17,0.00,3063732.63,224551788.73,653476788.54,0.00,1642381.55,24613570.09,46604454.47,30342071.07,0.00,0.00,0.00,127613156.75,10991402.36,0.00,0.00
2008-11-01,0.00,-146.52,4565.28,9968.41,0.00,2.31,286.98,651.55,357.27,0.00,0.00,0.00,720.45,80.17,0.00,0.00,0.00,0.00,5857280.54,9162079.59,0.00,2412.41,173981.67,272322.41,241345.18,0.00,0.00,952.90,33.35,0.00,3338735.69,153462780.74,344637629.49,0.00,533761.27,12409271.76,23519519.82,15424705.62,0.00,0.00,0.00,32557155.81,2776788.21,0.00,0.00
2008-12-01,0.00,-138.02,5005.17,10017.90,0.00,6.51,219.86,716.57,308.93,0.00,0.00,0.00,679.24,85.04,0.00,0.00,0.00,0.00,6415997.22,9188946.76,0.00,6826.48,137439.80,309600.47,205927.27,0.00,0.00,962.34,29.64,0.00,2792741.89,146108443.78,285999970.09,0.00,330864.83,12326763.67,32290579.78,12261857.19,0.00,0.00,0.00,25212282.31,3264560.14,0.00,0.00
2009-01-01,0.00,-16.33,4650.69,10489.36,0.00,12.86,442.95,755.06,507.41,0.00,0.00,0.00,1019.89,84.52,0.00,0.00,0.00,0.00,5993210.95,9667352.99,0.00,13944.17,262450.62,326284.28,344893.93,0.00,0.00,925.43,80.17,0.00,350010.74,663925215.64,498706610.16,0.00,15867477.95,156650467.65,124717641.30,177383998.45,0.00,0.00,0.00,218440716.38,16758180.91,0.00,0.00
2009-02-01,0.00,-43.97,4350.71,9585.02,0.00,2.81,408.65,727.21,400.53,0.00,0.00,0.00,868.48,82.64,0.00,0.00,0.00,0.00,5597569.76,8828914.00,0.00,2990.70,241860.36,309838.26,262881.06,0.00,0.00,930.53,37.04,0.00,1021879.33,151207268.79,407842329.79,0.00,941885.42,23797281.27,31731117.92,28132034.54,0.00,0.00,0.00,48476640.41,2855788.58,0.00,0.00
2009-03-01,0.00,-9.41,4950.52,10041.03,0.00,1.74,241.49,751.52,324.83,0.00,0.00,0.00,696.76,79.15,0.00,0.00,0.00,0.00,6373579.89,9220049.42,0.00,1815.15,146205.22,325042.56,207910.72,0.00,0.00,952.98,25.66,0.00,169689.58,127842976.81,261124533.55,0.00,290960.21,9973803.87,22832102.66,10416783.49,0.00,0.00,0.00,24792081.27,1976433.93,0.00,0.00
2009-04-01,0.00,-1.27,4456.31,9233.00,0.00,2.57,321.25,795.70,355.46,0.00,0.00,0.00,797.79,24.12,0.00,0.00,0.00,0.00,5731076.75,8449556.71,0.00,2689.14,181491.95,358489.21,224152.01,0.00,0.00,935.10,36.74,0.00,20808.71,166248231.46,329032102.22,0.00,176154.41,15346103.22,29894807.02,16381288.71,0.00,0.00,0.00,50295668.73,841725.10,0.00,0.00
2009-05-01,0.00,-5.15,4777.85,9800.44,0.00,4.19,356.44,928.19,317.70,0.00,0.00,0.00,950.68,0.00,0.00,0.00,0.00,0.00,6111701.81,8990558.18,0.00,4389.89,201580.62,420308.65,191804.33,0.00,0.00,929.37,30.94,0.00,105116.95,150702076.35,291458830.34,0.00,110505.03,14000300.11,29679733.04,11254608.90,0.00,0.00,0.00,41839371.60,0.00,0.00,0.00
2009-06-01,0.00,-3.32,4837.94,10133.32,0.00,0.31,315.60,875.51,361.00,0.00,0.00,0.00,1007.42,0.00,0.00,0.00,0.00,0.00,6211738.23,9250851.22,0.00,312.47,179029.81,401733.13,220201.25,0.00,0.00,927.89,40.59,0.00,55382.51,145269652.87,341961585.18,0.00,10320.13,12469505.31,31769320.69,31132899.60,0.00,0.00,0.00,135240655.27,0.00,0.00,0.00
2009-07-01,0.00,-15.43,4842.08,10470.52,48.21,1.90,284.46,849.20,369.23,0.00,0.00,0.00,1331.52,411.67,0.00,0.00,0.00,0.00,6220571.37,9573182.00,4473.11,1980.40,159364.23,395274.86,225452.69,0.00,0.00,891.73,29.16,0.00,309345.12,130754730.26,318898634.81,1337395.21,125629.69,9521413.61,26414363.43,15418254.09,0.00,0.00,0.00,42787715.63,10296711.30,0.00,0.00
2009-08-01,0.00,-27.04,4790.86,9792.43,47.69,0.18,179.18,895.72,278.57,0.00,0.00,0.00,1329.45,511.11,0.00,0.00,0.00,0.00,6141608.94,8979319.97,4527.45,172.03,101162.23,407913.58,165214.02,0.00,0.00,887.73,23.38,0.00,494370.65,108751044.13,240728179.36,1143509.23,4411.87,4972298.05,21975871.97,7200660.29,0.00,0.00,0.00,30998872.99,10542417.15,0.00,0.00
2009-09-01,0.00,-13.59,4367.67,8877.79,51.29,3.18,202.97,1005.15,373.33,0.00,0.00,0.00,1277.37,452.15,0.00,0.00,0.00,0.00,5639057.30,8228393.68,4882.81,1982.44,114859.26,465862.45,223790.41,0.00,0.00,884.41,24.36,0.00,287342.77,100989352.76,227703776.89,1267504.81,87281.46,5977298.17,26025986.92,9894957.46,0.00,0.00,0.00,30201511.15,10507357.23,0.00,0.00
2009-10-01,0.00,-21.81,4743.20,9128.14,46.30,5.64,182.42,1077.66,544.03,0.00,0.00,0.00,973.27,383.76,0.00,0.00,0.00,0.00,6074446.50,8430146.40,4041.80,5916.72,104145.98,478353.86,339379.85,0.00,0.00,904.69,27.47,0.00,431670.58,122141141.57,251894181.79,1242851.83,145985.86,6126580.27,30852618.36,16131165.01,0.00,0.00,0.00,27405109.65,9791871.41,0.00,0.00
2009-11-01,0.00,-69.41,4622.13,9529.14,13.88,18.55,337.08,1023.44,750.52,0.00,0.00,0.00,970.72,326.38,0.00,0.00,0.00,0.00,5889193.08,8719028.83,385.64,19612.87,189881.57,459686.44,487261.13,0.00,0.00,899.71,108.56,0.00,1390153.57,221069507.53,954957308.32,1239443.12,22147850.92,70883244.49,151461065.52,184981044.01,0.00,0.00,0.00,159277423.63,40213010.60,0.00,0.00
2009-12-01,0.00,-82.29,4953.28,9765.23,11.94,7.01,203.84,983.23,608.97,0.00,0.00,0.00,870.29,354.44,0.00,0.00,0.00,0.00,6310474.26,8885492.86,246.99,7274.25,114862.10,437991.76,385498.50,0.00,0.00,913.21,65.48,0.00,1571914.12,116834814.53,706324738.36,478346.16,2482497.02,6632698.91,50790011.57,74523891.02,0.00,0.00,0.00,138054615.04,14015891.17,0.00,0.00
2010-01-01,0.00,-29.85,5023.73,9968.03,14.30,5.92,185.46,1024.53,605.41,0.00,0.00,0.00,947.27,367.06,0.00,0.00,0.00,0.00,6412082.78,9075791.80,292.91,6257.31,105906.63,448949.99,396494.37,0.00,0.00,908.01,73.81,0.00,594873.45,315119507.05,557604871.19,1049549.74,11804611.08,50168363.94,77560171.86,122104235.33,0.00,0.00,0.00,123489729.01,36305123.28,0.00,0.00
2010-02-01,0.00,-21.60,4433.29,9228.85,13.75,3.31,230.25,1057.21,570.15,0.00,0.00,0.00,936.43,353.82,0.00,0.00,0.00,0.00,5690287.23,8401511.37,280.75,3660.80,131416.09,470295.65,367715.77,0.00,0.00,896.45,73.82,0.00,450910.18,334556396.42,470505445.88,583375.46,9149291.86,54351389.36,85795256.68,120812586.67,0.00,0.00,0.00,110297684.16,22388110.90,0.00,0.00
2010-03-01,0.00,-4.35,5022.28,9699.51,14.93,0.79,170.06,1020.48,518.32,0.00,0.00,0.00,816.53,318.97,0.00,0.00,0.00,0.00,6479772.88,8840259.67,307.62,879.33,97068.95,461318.27,323403.45,0.00,0.00,921.80,25.55,0.00,62473.27,115665590.00,250818535.50,379139.37,129210.28,4917675.51,25299896.12,15762497.63,0.00,0.00,0.00,24758253.67,7086286.84,0.00,0.00
2010-04-01,0.00,-3.61,4261.72,8913.33,-0.38,0.59,289.36,1020.96,430.51,0.00,0.00,0.00,988.77,315.50,0.00,0.00,0.00,0.00,5459056.28,8121366.48,0.00,650.81,165890.37,474377.55,267176.62,0.00,0.00,893.43,38.52,0.00,57828.91,257049708.89,213779069.27,0.00,120923.28,16969632.58,24726922.01,33575169.69,0.00,0.00,0.00,83499217.42,9466230.25,0.00,0.00
2010-05-01,0.00,-27.87,4336.67,9669.93,-0.58,1.91,284.61,1264.28,446.52,0.00,0.00,0.00,1258.98,276.13,0.00,0.00,0.00,0.00,5549229.65,8802855.71,0.18,2007.79,163042.68,573058.31,269754.93,0.00,0.00,877.18,29.37,0.00,613623.14,130843115.54,243177323.15,157.29,42152.58,9812244.23,32963775.34,14408729.14,0.00,0.00,0.00,59836998.55,7589023.87,0.00,0.00
2010-06-01,0.00,-6.57,4557.93,9674.59,31.51,0.41,238.84,1426.45,452.62,0.00,0.00,0.00,1348.61,306.28,0.00,0.00,0.00,0.00,5853511.87,8842933.53,2936.88,446.49,137172.60,652475.65,270766.90,0.00,0.00,874.08,31.10,0.00,135303.41,139129075.23,283225674.26,726493.35,19931.02,10001651.36,42501068.56,15422148.52,0.00,0.00,0.00,50515561.24,9260564.53,0.00,0.00
2010-07-01,0.00,-1.90,5000.55,9895.75,44.11,0.17,259.76,1527.97,358.04,0.00,0.00,0.00,1440.65,294.16,0.00,0.00,0.00,0.00,6396101.33,9023035.84,4053.80,183.82,148276.46,705052.17,213844.03,0.00,0.00,876.26,26.65,0.00,34331.72,135036875.00,250036802.09,921421.26,-7109.33,8660590.81,39914212.51,9031942.32,0.00,0.00,0.00,41975173.76,7050401.63,0.00,0.00
2010-08-01,0.00,-2.03,4852.52,9280.88,24.65,1.86,238.64,1568.38,360.27,0.00,0.00,0.00,1599.47,549.83,0.00,0.00,0.00,0.00,6230483.46,8448644.64,1957.43,1964.87,136231.55,737089.44,213819.52,0.00,0.00,853.62,32.17,0.00,29173.42,131623690.37,281162387.04,501380.53,47307.61,7346791.90,48543240.73,15026392.94,0.00,0.00,0.00,71645249.86,14994773.56,0.00,0.00
2010-09-01,0.00,-2.84,4555.07,8176.14,14.20,3.78,241.27,1506.73,362.34,0.00,0.00,0.00,1672.28,413.11,0.00,0.00,0.00,0.00,5845326.42,7447029.87,1311.30,4003.99,138614.22,701542.78,212620.45,0.00,0.00,847.03,23.14,0.00,53140.28,102260064.73,189057530.21,302962.28,89154.12,6211701.09,34744868.59,8183125.89,0.00,0.00,0.00,37272067.00,8902023.95,0.00,0.00
2010-10-01,0.00,-0.79,4633.96,8189.87,40.90,0.16,176.40,1288.23,506.91,0.00,0.00,0.00,1524.79,432.68,0.00,0.00,0.00,0.00,5920993.39,7466752.20,3715.76,182.16,101567.86,592015.78,320820.49,0.00,0.00,857.85,21.31,0.00,13933.04,90228912.40,178445432.85,788385.75,78842.28,4956953.91,27823817.29,11591742.90,0.00,0.00,0.00,30845166.32,6485167.28,0.00,0.00
2010-11-01,0.00,-2.14,4585.29,7932.85,9.76,0.40,160.08,1297.92,480.54,0.00,0.00,0.00,1652.00,372.05,0.00,0.00,0.00,0.00,5838806.86,7210974.51,1205.32,462.23,91524.08,594669.40,301432.69,0.00,0.00,851.43,21.29,0.00,-55236.84,86748229.33,165926565.85,131625.95,32290.68,4549734.53,27434551.63,10893738.38,0.00,0.00,0.00,40652054.51,6742374.73,0.00,0.00
2010-12-01,0.00,-14.41,4664.63,8033.19,1.41,0.54,134.15,1496.84,427.32,0.00,0.00,0.00,1570.34,470.45,0.00,0.00,0.00,0.00,5920645.03,7292297.78,53.75,581.18,77088.88,673713.03,268090.27,0.00,0.00,847.96,21.02,0.00,228551.14,78783934.88,184569233.28,35871.75,19332.67,2789451.64,32326201.97,10480853.20,0.00,0.00,0.00,30200579.08,7491661.50,0.00,0.00
2011-01-01,0.00,-86.47,4729.91,9132.15,0.48,23.14,318.93,1382.99,576.70,0.00,0.00,0.00,1106.44,382.00,0.00,0.00,0.00,0.00,5991757.51,8330794.23,37.27,24376.85,181638.74,626946.65,375616.51,0.00,0.00,884.15,60.92,0.00,2007748.12,195749974.51,461937222.85,57534.01,9073353.34,80003811.70,93267672.46,89181644.99,0.00,0.00,0.00,85263776.83,15856090.34,0.00,0.00
2011-02-01,0.00,-95.46,4259.04,8673.53,4.44,8.13,306.22,1335.86,487.81,0.00,0.00,0.00,1149.70,403.36,0.00,0.00,0.00,0.00,5422452.83,7907941.98,206.94,8525.72,174363.33,598422.66,318564.84,0.00,0.00,872.85,120.13,0.00,2845955.34,166336748.23,1191424151.14,1307486.28,14357400.89,15223507.08,129785542.93,160949632.80,0.00,0.00,0.00,232593856.14,18666107.96,0.00,0.00
2011-03-01,0.00,-19.58,4693.11,9220.03,-0.38,1.21,168.71,1394.29,432.22,0.00,0.00,0.00,951.97,474.01,0.00,0.00,0.00,0.00,5989542.52,8406660.57,0.00,1480.53,97030.95,631316.75,283659.07,0.00,0.00,889.93,26.73,0.00,372096.31,116668108.05,253406867.50,0.00,38738.72,3433630.94,37460670.44,12879142.15,0.00,0.00,0.00,26037651.21,10175727.76,0.00,0.00
2011-04-01,0.00,-3.82,4430.28,8641.15,-0.23,0.11,140.23,1163.80,287.11,0.00,0.00,0.00,880.55,373.48,0.00,0.00,0.00,0.00,5655694.86,7851204.41,0.02,112.83,80741.64,548256.44,178506.99,0.00,0.00,899.57,26.28,0.00,83061.42,114035222.84,225646416.01,28.47,3069.88,4073249.59,30791342.11,7543698.53,0.00,0.00,0.00,23994933.59,9573619.23,0.00,0.00
2011-05-01,0.00,-7.76,4333.78,9823.03,7.43,0.14,260.49,1358.96,294.30,0.00,0.00,0.00,1233.45,380.25,0.00,0.00,0.00,0.00,5576336.11,8961256.17,645.26,171.90,149623.48,628294.65,183333.14,0.00,0.00,876.48,31.63,0.00,199258.42,149560442.87,282999864.99,214651.27,10619.86,10102903.36,42444164.00,10366306.27,0.00,0.00,0.00,47741366.22,11140190.54,0.00,0.00
2011-06-01,0.00,-14.00,4437.45,9770.95,45.86,0.15,213.11,1333.87,233.27,0.00,0.00,0.00,1301.51,588.68,0.00,0.00,0.00,0.00,5726748.64,8891232.50,3605.89,168.67,122706.91,631737.95,136812.35,0.00,0.00,866.12,28.13,0.00,307880.65,125052108.44,264754427.04,1162558.15,5500.01,7232863.87,38114336.08,6708072.11,0.00,0.00,0.00,40135052.61,16289767.85,0.00,0.00
2011-07-01,0.00,-19.53,4575.28,9958.08,59.66,0.14,309.14,1367.18,289.88,0.00,0.00,0.00,1452.36,601.66,0.00,0.00,0.00,0.00,5896817.03,9077988.85,4214.19,145.14,176372.46,651815.43,173279.59,0.00,0.00,859.46,30.87,0.00,481471.72,134866687.89,297034815.54,1566938.50,8079.80,12672617.99,43095857.90,10810636.79,0.00,0.00,0.00,49441150.18,17340743.73,0.00,0.00
2011-08-01,0.00,-5.25,4463.20,9415.35,60.93,0.03,265.17,1463.43,287.20,0.00,0.00,0.00,1281.40,440.47,0.00,0.00,0.00,0.00,5756223.88,8598909.97,4842.23,30.87,151819.10,687952.69,168281.70,0.00,0.00,869.63,30.65,0.00,123509.89,133642978.42,284256850.69,1755717.44,1222.76,10204329.41,46313142.89,9137921.99,0.00,0.00,0.00,39845033.53,13218854.33,0.00,0.00
2011-09-01,0.00,-5.05,4411.52,8590.97,59.50,0.16,179.94,1093.46,285.62,0.00,0.00,0.00,1177.47,621.09,0.00,0.00,0.00,0.00,5708034.64,7873273.61,5237.49,174.31,103290.95,536781.86,169118.05,0.00,0.00,877.01,29.50,0.00,115630.08,121239907.67,251495527.43,1744252.19,30303.54,8698832.80,33970447.76,9194308.35,0.00,0.00,0.00,33743926.00,18030550.19,0.00,0.00
2011-10-01,0.00,-5.46,4819.39,8646.77,62.12,0.57,149.82,1088.05,410.10,0.00,0.00,0.00,962.80,474.98,0.00,0.00,0.00,0.00,6254997.54,7891748.31,5206.39,671.69,85469.80,516424.97,254703.91,0.00,0.00,903.67,28.63,0.00,109534.48,117550894.07,245663115.33,1697002.69,443229.82,7095506.79,34017254.98,15049249.35,0.00,0.00,0.00,30195024.25,13885040.82,0.00,0.00
2011-11-01,0.00,-20.27,4572.88,8380.44,57.79,1.07,264.83,1405.66,469.40,0.00,0.00,0.00,1023.95,458.50,0.00,0.00,0.00,0.00,5901020.85,7671147.85,5214.48,1137.88,148910.80,641687.47,289854.56,0.00,0.00,882.31,34.26,0.00,511196.34,122484722.87,304783583.64,1993909.84,248824.91,8838504.86,49260136.40,22847455.29,0.00,0.00,0.00,39522860.13,13785902.11,0.00,0.00
2011-12-01,0.00,-18.67,4898.78,8134.41,32.45,0.05,179.06,1440.16,384.14,0.00,0.00,0.00,867.52,474.25,0.00,0.00,0.00,0.00,6301999.17,7408391.90,2219.10,47.30,102733.73,651404.86,235703.30,0.00,0.00,896.92,25.16,0.00,397332.09,109746650.63,212450390.47,846782.21,1464.25,4641663.07,37064879.47,10237055.70,0.00,0.00,0.00,22601348.72,10460761.80,0.00,0.00
2012-01-01,0.00,-32.25,4875.78,8942.52,15.44,3.91,272.36,1467.07,414.14,0.00,0.00,0.00,792.25,645.90,0.00,0.00,0.00,0.00,6267426.82,8110824.79,319.94,4122.05,155905.55,668354.85,256512.52,0.00,0.00,888.85,28.08,0.00,553596.92,118512944.16,250843124.96,408507.99,315031.50,8784399.54,45255598.17,15237706.56,0.00,0.00,0.00,28320612.58,15695255.55,0.00,0.00
2012-02-01,0.00,-12.82,4742.15,8460.21,16.72,2.00,233.25,1418.12,347.08,0.00,0.00,0.00,838.92,423.95,0.00,0.00,0.00,0.00,6097291.36,7660920.89,343.74,2112.26,133484.58,643412.11,215973.98,0.00,0.00,895.81,28.92,0.00,239582.85,123630655.67,245443817.20,528879.88,165889.02,7419400.49,44001883.58,12202481.30,0.00,0.00,0.00,27513234.92,10969514.64,0.00,0.00
2012-03-01,0.00,-6.20,4555.77,8550.20,14.73,0.84,189.98,1388.77,366.72,0.00,0.00,0.00,1104.59,503.55,0.00,0.00,0.00,0.00,5856141.25,7765570.32,305.24,901.17,108509.33,630966.46,228109.27,0.00,0.00,875.31,26.46,0.00,105876.50,107910511.76,227963658.47,427439.59,45304.82,5410051.22,38982157.22,10865947.92,0.00,0.00,0.00,32311015.38,12324852.48,0.00,0.00
2012-04-01,0.00,-3.01,4141.68,8038.05,-0.55,0.18,310.02,1419.26,298.61,0.00,0.00,0.00,1129.09,360.95,0.00,0.00,0.00,0.00,5328149.38,7350180.41,0.00,174.84,177287.54,656246.94,177643.93,0.00,0.00,872.27,32.54,0.00,69385.27,132394668.77,257725700.95,0.00,6566.56,9916664.61,44651205.51,9901471.14,0.00,0.00,0.00,41415841.98,9505194.32,0.00,0.00
2012-05-01,0.00,-7.22,4827.28,9018.38,-0.77,0.19,213.99,1338.70,244.70,0.00,0.00,0.00,1165.98,471.77,0.00,0.00,0.00,0.00,6209897.23,8219916.51,6.03,234.05,123150.98,617287.51,143201.38,0.00,0.00,886.57,28.11,0.00,128516.74,129095549.97,251060554.32,962.58,7233.04,6707992.02,37102345.83,6499479.62,0.00,0.00,0.00,36654157.92,13114741.73,0.00,0.00
2012-06-01,0.00,-24.64,4104.20,9176.28,7.28,0.29,326.66,1363.77,310.27,0.00,0.00,0.00,1562.86,573.37,0.00,0.00,0.00,0.00,5249642.03,8337164.43,587.89,259.73,184831.85,644842.23,180146.60,0.00,0.00,838.92,36.24,0.00,657769.36,146875618.56,332426225.02,286035.81,10705.44,9996761.22,47855437.29,12449579.82,0.00,0.00,0.00,60026940.93,16840632.14,0.00,0.00
2012-07-01,0.00,-16.58,3850.25,9199.67,5.25,0.80,320.56,1534.70,471.26,0.00,0.00,0.00,2026.65,464.30,0.00,0.00,0.00,0.00,4908675.63,8336867.05,486.79,785.98,183627.61,720929.53,271208.38,0.00,0.00,807.68,70.29,0.00,917211.32,280707773.55,610885977.51,384480.87,115802.58,30222067.48,108636211.75,40008120.56,0.00,0.00,0.00,144394477.35,30895350.73,0.00,0.00
2012-08-01,0.00,-14.07,3916.62,8967.87,48.59,3.57,272.52,1301.41,468.41,0.00,0.00,0.00,1910.11,700.25,0.00,0.00,0.00,0.00,5009798.13,8141826.76,4473.99,3865.58,156905.53,629241.18,267934.52,0.00,0.00,808.75,56.71,0.00,759144.80,218943244.60,506302983.85,2640077.87,308.86,19277038.84,75341888.40,27113863.68,0.00,0.00,0.00,100969636.16,38484311.28,0.00,0.00
2012-09-01,0.00,-16.08,3575.88,8005.50,60.55,2.60,194.27,1174.27,464.07,0.00,0.00,0.00,1714.26,587.68,0.00,0.00,0.00,0.00,4583920.60,7319844.26,5024.94,2755.65,111859.95,563105.17,264466.46,0.00,0.00,815.26,52.46,0.00,799483.60,187826836.93,424900782.52,3230979.63,127220.23,11873385.55,61444326.86,24746247.87,0.00,0.00,0.00,79761705.61,27530741.65,0.00,0.00
2012-10-01,0.00,-14.68,4043.16,7755.40,67.55,0.31,111.99,1495.97,661.27,0.00,0.00,0.00,1476.28,504.15,0.00,0.00,0.00,0.00,5149159.73,7046753.56,5849.81,335.45,64485.55,672929.56,389269.59,0.00,0.00,827.80,53.80,0.00,770936.91,208051965.40,428366221.97,3561860.77,24450.67,6001140.99,78554481.63,36587787.68,0.00,0.00,0.00,72669619.71,24985305.24,0.00,0.00
2012-11-01,0.00,-9.05,3991.56,8155.18,64.59,2.50,118.66,1436.02,520.60,0.00,0.00,0.00,1134.18,494.00,0.00,0.00,0.00,0.00,5040135.10,7377142.65,5421.33,2662.71,68326.43,647508.79,312893.55,0.00,0.00,845.73,67.39,0.00,475615.49,313244565.40,462132542.83,3511783.14,552651.34,11911117.51,83582490.32,50816460.20,0.00,0.00,0.00,95884122.78,30098707.35,0.00,0.00
2012-12-01,0.00,-8.58,4149.66,8455.16,35.38,10.02,112.61,1405.08,485.65,0.00,0.00,0.00,1115.07,623.56,0.00,0.00,0.00,0.00,5246437.32,7642770.68,2256.30,10525.26,64717.86,633506.64,292915.87,0.00,0.00,847.99,54.27,0.00,424298.22,220620944.22,454828695.75,2162196.57,1333572.78,7957423.30,78271190.29,30401074.61,0.00,0.00,0.00,56461681.12,32262969.14,0.00,0.00
2013-01-01,0.00,-23.82,4295.44,8827.47,15.87,37.49,187.74,1538.48,593.03,0.00,0.00,0.00,1260.84,556.49,0.00,0.00,0.00,0.00,5464812.95,7998681.33,505.35,39408.49,108003.57,690536.28,357296.38,0.00,0.00,847.89,85.74,0.00,1313348.52,230554211.24,836854772.60,2228268.42,11400383.35,18183093.42,170079986.01,85568574.94,0.00,0.00,0.00,88850336.63,28718686.77,0.00,0.00
2013-02-01,0.00,-14.47,3863.15,7756.44,20.23,2.32,204.81,1430.22,476.49,0.00,0.00,0.00,1303.65,510.23,0.00,0.00,0.00,0.00,4953524.78,7062141.15,582.14,2491.61,116978.91,639937.15,287707.52,0.00,0.00,839.92,55.42,0.00,713491.21,209007953.35,426504760.08,1251242.94,262629.46,15606945.57,80957948.59,30324549.49,0.00,0.00,0.00,68574384.56,26734252.99,0.00,0.00
2013-03-01,0.00,-17.21,4417.79,8374.06,22.21,1.39,192.59,1371.00,476.05,0.00,0.00,0.00,1243.28,616.06,0.00,0.00,0.00,0.00,5629108.04,7595805.99,674.64,1452.38,110084.13,619401.28,287673.70,0.00,0.00,853.09,59.63,0.00,875251.80,235229662.93,512488773.08,1657612.04,214270.64,15125665.32,86127044.93,35014947.32,0.00,0.00,0.00,70912219.81,30341186.13,0.00,0.00
