date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Wind (Curtailment) -  GWh,Solar (Utility) (Curtailment) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2003-03-01,0.00,-39.03,4466.77,9325.74,0.00,5.76,101.20,405.99,68.99,0.00,0.00,0.00,582.39,0.00,0.00,0.00,0.00,0.00,5740301.04,8490918.54,0.00,6003.11,58171.71,200836.03,36649.13,0.00,0.00,974.20,0.00,0.00,445717.05,103799100.40,166795554.06,0.00,109975.76,4210245.51,10387296.87,3119519.51,0.00,0.00,0.00,15464502.42,0.00,0.00,0.00
2003-04-01,0.00,-30.52,4640.14,8683.96,0.00,4.91,138.49,254.39,46.96,0.00,0.00,0.00,423.09,0.00,0.00,0.00,0.00,0.00,5925771.22,7976160.32,0.00,5121.84,79740.52,139791.55,24992.00,0.00,0.00,999.31,0.00,0.00,364208.63,77972594.77,145258805.67,0.00,93317.93,3343872.46,4872136.61,1050290.14,0.00,0.00,0.00,7864569.52,0.00,0.00,0.00
2003-05-01,0.00,-39.84,4559.57,9559.67,0.00,0.11,205.63,453.01,45.46,0.00,0.00,0.00,519.39,0.00,0.00,0.00,0.00,0.00,5832653.57,8749069.50,0.00,79.59,118035.94,222562.04,26841.15,0.00,0.00,976.88,0.00,0.00,519385.18,99725614.76,185799803.93,0.00,13544.43,7493241.66,12171331.18,2077112.74,0.00,0.00,0.00,13877054.92,0.00,0.00,0.00
2003-06-01,0.00,-48.50,4576.57,9515.26,0.00,0.37,247.88,458.05,55.58,0.00,0.00,0.00,538.78,0.00,0.00,0.00,0.00,0.00,5860193.16,8728100.67,0.00,368.79,140798.46,217338.90,35799.23,0.00,0.00,976.45,0.00,0.00,739185.27,180624073.56,443755084.18,0.00,97554.42,16191565.47,18272172.52,16108647.94,0.00,0.00,0.00,66365734.27,0.00,0.00,0.00
2003-07-01,0.00,-51.06,4763.71,10285.73,0.00,0.27,212.51,423.26,73.65,0.00,0.00,0.00,681.04,0.00,0.00,0.00,0.00,0.00,6083865.24,9426610.41,0.00,261.51,121042.44,199244.29,42659.66,0.00,0.00,968.55,0.00,0.00,739097.53,123197459.11,435119359.75,0.00,175497.78,9291848.13,14272912.88,6474839.87,0.00,0.00,0.00,45017320.12,0.00,0.00,0.00
2003-08-01,0.00,-67.08,4693.75,9901.68,0.00,0.18,213.41,427.74,60.77,0.00,0.00,0.00,754.40,0.00,0.00,0.00,0.00,0.00,6013855.70,9073908.13,0.00,172.62,121949.17,199923.06,32618.53,0.00,0.00,966.07,0.00,0.00,1003003.90,95739088.25,182410021.68,0.00,3780.96,5476215.45,9392648.15,1450416.86,0.00,0.00,0.00,16601609.13,0.00,0.00,0.00
2003-09-01,0.00,-48.24,4292.56,9337.25,0.00,0.12,179.48,347.56,65.46,0.00,0.00,0.00,661.35,0.00,0.00,0.00,0.00,0.00,5485889.97,8549154.47,0.00,90.33,102958.15,167102.53,34327.07,0.00,0.00,966.57,0.00,0.00,651009.70,90513573.89,170784016.62,0.00,2216.26,4683606.20,7871987.92,1592453.65,0.00,0.00,0.00,14547853.96,0.00,0.00,0.00
2003-10-01,0.00,-31.84,4330.47,9542.18,0.00,1.23,197.53,335.24,70.62,0.00,0.00,0.00,636.05,0.00,0.00,0.00,0.00,0.00,5565117.17,8749200.12,0.00,1262.65,113740.40,166246.14,41441.03,0.00,0.00,970.53,0.00,0.00,374347.37,89285279.65,165502498.17,0.00,22425.71,5376540.16,7551886.82,1930859.25,0.00,0.00,0.00,12859941.53,0.00,0.00,0.00
2003-11-01,0.00,-53.49,4012.03,9403.98,0.00,2.01,207.77,382.79,47.81,0.00,0.00,0.00,530.52,0.00,0.00,0.00,0.00,0.00,5152011.66,8620829.73,0.00,2071.98,118430.50,191003.71,28428.38,0.00,0.00,971.06,0.00,0.00,1565354.68,91203991.18,198095889.56,0.00,28380.52,8868409.85,13145690.99,2561851.37,0.00,0.00,0.00,12475210.08,0.00,0.00,0.00
2003-12-01,0.00,-89.19,4419.41,9705.57,0.00,3.94,286.80,437.85,70.88,0.00,0.00,0.00,468.92,0.00,0.00,0.00,0.00,0.00,5644441.04,8886718.61,0.00,4157.38,162270.12,213186.73,45360.91,0.00,0.00,977.26,0.00,0.00,1433708.76,101538022.88,214303585.02,0.00,83630.08,10471795.28,13037330.51,3155875.41,0.00,0.00,0.00,13599101.59,0.00,0.00,0.00
2004-01-01,0.00,-138.83,4771.62,9983.52,0.00,4.76,276.28,279.28,44.17,0.00,0.00,0.00,282.16,0.00,0.00,0.00,0.00,0.00,6073069.75,9142879.38,0.00,4962.76,157054.66,149208.43,25179.37,0.00,0.00,1003.19,0.00,0.00,2510351.47,107155779.75,479563444.59,0.00,129838.09,8433120.98,12334782.25,1314391.21,0.00,0.00,0.00,18810913.27,0.00,0.00,0.00
2004-02-01,0.00,-141.44,4648.00,9675.75,0.00,9.66,338.00,343.07,83.50,0.00,0.00,0.00,431.18,0.00,0.00,0.00,0.00,0.00,5950437.57,8872420.29,0.00,10232.24,192114.86,174670.44,55976.75,0.00,0.00,991.43,0.00,0.00,2655913.28,194099932.32,460762053.08,0.00,2887787.87,37950822.81,24484902.64,15031477.02,0.00,0.00,0.00,47218917.94,0.00,0.00,0.00
2004-03-01,0.00,-120.32,4987.30,9790.07,0.00,2.17,264.70,289.44,47.05,0.00,0.00,0.00,330.53,0.00,0.00,0.00,0.00,0.00,6363866.27,8977525.59,0.00,2268.26,151148.73,156615.77,26940.29,0.00,0.00,1005.61,0.00,0.00,2129434.44,119844557.73,231598419.76,0.00,59595.41,10392171.99,8757962.56,1776676.07,0.00,0.00,0.00,9083786.10,0.00,0.00,0.00
2004-04-01,0.00,-145.47,4412.74,9152.44,0.00,1.04,402.83,294.93,58.32,0.00,0.00,0.00,322.41,0.00,0.00,0.00,0.00,0.00,5620345.17,8414452.39,0.00,1077.99,228000.25,149299.84,36825.96,0.00,0.00,996.60,0.00,0.00,2992908.61,124482898.39,273944470.00,0.00,37489.28,13935049.18,9372611.74,2112326.94,0.00,0.00,0.00,11321967.35,0.00,0.00,0.00
2004-05-01,0.00,-136.89,4728.10,9784.21,0.00,1.11,533.77,365.97,114.06,0.00,0.00,0.00,340.79,0.00,0.00,0.00,0.00,0.00,6033901.80,8991005.39,0.00,1158.61,301743.19,181357.04,70223.74,0.00,0.00,990.35,0.00,0.00,2977616.84,147982380.44,315901219.09,0.00,98018.93,21108150.00,13796087.71,4859945.02,0.00,0.00,0.00,14315080.89,0.00,0.00,0.00
2004-06-01,0.00,-93.85,4801.96,10019.44,0.00,0.48,438.56,374.81,120.18,0.00,0.00,0.00,316.68,0.00,0.00,0.00,0.00,0.00,6162156.98,9209910.04,0.00,491.78,248770.85,190031.98,73219.34,0.00,0.00,994.14,0.00,0.00,1808602.01,146107652.70,302236599.02,0.00,66135.15,19858199.81,13913082.10,5371866.91,0.00,0.00,0.00,13930056.32,0.00,0.00,0.00
2004-07-01,0.00,-96.40,4985.44,10709.74,0.00,1.76,368.66,339.63,101.30,0.00,0.00,0.00,352.97,0.00,0.00,0.00,0.00,0.00,6371819.82,9811940.84,0.00,1826.45,209246.57,177353.99,57914.91,0.00,0.00,992.07,0.00,0.00,1764680.29,168345833.57,400397286.96,0.00,283344.13,20367960.81,15762311.41,8133591.66,0.00,0.00,0.00,30755799.07,0.00,0.00,0.00
2004-08-01,0.00,-93.16,5075.12,10204.51,0.00,1.82,281.16,324.64,84.39,0.00,0.00,0.00,393.37,0.00,0.00,0.00,0.00,0.00,6495157.00,9343270.93,0.00,1886.09,160232.21,169889.27,46623.64,0.00,0.00,996.63,0.00,0.00,1734214.72,127646165.89,290901141.97,0.00,62013.58,12251962.16,12425487.78,3340904.53,0.00,0.00,0.00,11939208.76,0.00,0.00,0.00
2004-09-01,0.00,-96.15,4537.99,9127.07,0.00,1.79,363.39,378.39,99.52,0.00,0.00,0.00,623.51,0.00,0.00,0.00,0.00,0.00,5788196.21,8347218.58,0.00,1856.47,205529.17,189191.30,57433.09,0.00,0.00,970.33,0.00,0.00,2065056.68,121648414.67,632916303.17,0.00,105690.27,12109002.89,24604346.12,3717115.88,0.00,0.00,0.00,49492605.22,0.00,0.00,0.00
2004-10-01,0.00,-121.31,4419.22,9281.50,0.00,5.80,440.41,288.20,188.88,0.00,0.00,0.00,631.42,0.00,0.00,0.00,0.00,0.00,5661807.15,8509573.58,0.00,6067.64,250091.46,150484.76,122489.68,0.00,0.00,971.35,0.00,0.00,3040638.94,188269046.03,561431214.35,0.00,852959.24,23449713.84,19384119.19,16037192.85,0.00,0.00,0.00,74621517.55,0.00,0.00,0.00
2004-11-01,0.00,-129.12,4401.20,9487.67,0.00,6.58,484.24,267.16,137.78,0.00,0.00,0.00,448.26,0.00,0.00,0.00,0.00,0.00,5640323.54,8678994.45,0.00,6872.89,273069.40,147560.70,91140.07,0.00,0.00,982.40,0.00,0.00,3152306.39,166858236.81,670997196.37,0.00,1576820.28,37773324.07,21479765.59,16072599.49,0.00,0.00,0.00,78222090.23,0.00,0.00,0.00
2004-12-01,0.00,-166.18,4589.18,9815.23,0.00,7.16,389.93,378.79,87.21,0.00,0.00,0.00,313.90,0.00,0.00,0.00,0.00,0.00,5849156.77,9004187.07,0.00,7628.47,219516.67,196874.59,53326.14,0.00,0.00,994.52,0.00,0.00,3435832.28,129640668.01,307008776.41,0.00,362249.38,15695600.11,14238222.81,4002607.48,0.00,0.00,0.00,11145538.51,0.00,0.00,0.00
2005-01-01,0.00,-112.64,4788.86,9859.10,0.00,4.09,266.01,478.78,20.48,0.00,0.00,0.00,539.05,0.00,0.00,0.00,0.00,0.00,6118733.16,9040554.11,0.00,4468.45,151783.39,235709.11,13528.06,0.00,0.00,982.39,0.00,0.00,2222241.35,119312086.44,337102078.57,0.00,172424.49,9803229.42,15275256.71,1152243.79,0.00,0.00,0.00,36174589.96,0.00,0.00,0.00
2005-02-01,0.00,-82.46,4282.99,9311.65,0.00,7.38,219.26,467.60,33.28,0.00,0.00,0.00,541.83,0.00,0.00,0.00,0.00,0.00,5497322.58,8522833.23,0.00,7825.16,125091.81,230421.09,18727.01,0.00,0.00,974.34,0.00,0.00,1311521.12,106353657.07,200492050.36,0.00,180448.62,7323987.88,11585060.42,1125031.27,0.00,0.00,0.00,14492829.18,0.00,0.00,0.00
2005-03-01,0.00,-81.04,4681.74,9895.82,0.00,0.95,192.31,521.24,50.55,0.00,0.00,0.00,457.34,0.00,0.00,0.00,0.00,0.00,5993185.01,9053274.54,0.00,1008.35,110622.01,261049.78,26628.84,0.00,0.00,982.62,0.00,0.00,1283170.75,101779657.48,196220909.98,0.00,23458.18,7648709.57,12707822.06,1743321.46,0.00,0.00,0.00,10403976.78,0.00,0.00,0.00
2005-04-01,0.00,-50.35,4040.25,9355.63,0.00,0.72,372.87,646.51,71.83,0.00,0.00,0.00,572.00,0.00,0.00,0.00,0.00,0.00,5187121.45,8607733.77,0.00,756.14,210077.96,315528.01,39763.67,0.00,0.00,956.80,0.00,0.00,860696.00,115707127.73,245941436.00,0.00,21559.11,13214279.41,18606467.16,2535181.15,0.00,0.00,0.00,19252492.65,0.00,0.00,0.00
2005-05-01,0.00,-95.82,4740.81,9775.94,0.00,1.34,333.57,557.69,51.48,0.00,0.00,0.00,986.36,0.00,0.00,0.00,0.00,0.00,6031145.77,8975246.34,0.00,1445.70,198274.32,281188.12,29856.16,0.00,0.00,948.98,0.00,0.00,1839543.28,128082941.28,251313735.07,0.00,37549.35,33886225.75,17023468.29,2400547.91,0.00,0.00,0.00,143152685.93,0.00,0.00,0.00
2005-06-01,0.00,-86.03,4814.80,10067.31,0.00,1.42,352.52,585.65,28.38,0.00,0.00,0.00,1274.74,0.00,0.00,0.00,0.00,0.00,6137773.38,9227368.81,0.00,1575.92,220898.04,291758.86,15706.28,0.00,0.00,932.88,0.00,0.00,1588965.49,119514093.62,274792181.73,0.00,87342.79,16435471.84,16001900.99,1349950.80,0.00,0.00,0.00,77200564.98,0.00,0.00,0.00
2005-07-01,0.00,-61.70,4737.65,10613.12,0.00,0.33,337.19,646.67,46.01,0.00,0.00,0.00,1372.75,0.00,0.00,0.00,0.00,0.00,6069116.20,9725480.14,0.00,439.31,203603.25,322361.67,25491.27,0.00,0.00,923.95,0.00,0.00,2770848.51,126661309.43,585113084.11,0.00,22727.54,15671195.07,32842311.84,1696874.58,0.00,0.00,0.00,104952161.18,0.00,0.00,0.00
2005-08-01,0.00,-49.97,4716.94,10542.71,0.00,1.27,299.15,632.00,56.89,0.00,0.00,0.00,1375.97,0.00,0.00,0.00,0.00,0.00,6067813.98,9664895.72,0.00,1458.73,179559.83,320028.02,34043.90,0.00,0.00,925.62,0.00,0.00,1599514.40,120856137.66,361566258.43,0.00,49331.04,12288430.01,19888581.76,2269768.84,0.00,0.00,0.00,89478091.73,0.00,0.00,0.00
2005-09-01,0.00,-26.57,4431.36,9312.00,0.00,0.33,317.46,588.39,49.96,0.00,0.00,0.00,1381.84,0.00,0.00,0.00,0.00,0.00,5659985.09,8536642.36,0.00,392.71,191700.25,293199.25,29201.65,0.00,0.00,916.31,0.00,0.00,1357767.43,147152194.18,371371680.48,0.00,15728.02,13638983.64,18536167.69,2216362.55,0.00,0.00,0.00,71313895.53,0.00,0.00,0.00
2005-10-01,0.00,-14.89,4496.58,9354.28,0.00,0.36,299.57,598.75,40.62,0.00,0.00,0.00,1320.85,0.00,0.00,0.00,0.00,0.00,5693857.36,8597990.94,0.00,448.73,182935.91,304873.36,22119.69,0.00,0.00,919.61,0.00,0.00,255015.00,104725123.20,420947403.33,0.00,192584.83,13969950.47,21443922.82,2037702.74,0.00,0.00,0.00,92095282.10,0.00,0.00,0.00
2005-11-01,0.00,-51.13,4402.60,9436.73,0.00,0.64,301.73,604.05,46.62,0.00,0.00,0.00,1207.22,0.00,0.00,0.00,0.00,0.00,5626031.46,8681307.40,0.00,695.98,189914.06,312593.09,27307.52,0.00,0.00,930.36,0.00,0.00,974307.61,107723759.12,201459451.49,0.00,169146.23,17505216.19,17469243.81,2343251.91,0.00,0.00,0.00,57229670.77,0.00,0.00,0.00
2005-12-01,0.00,-45.64,4889.35,9972.62,0.00,9.61,255.03,544.85,55.17,0.00,0.00,0.00,1315.71,0.00,0.00,0.00,0.00,0.00,6225474.90,9164148.69,0.00,10096.16,153105.08,286674.90,32143.49,0.00,0.00,933.81,0.00,0.00,824959.41,187384514.10,374762925.40,0.00,932009.13,24423695.25,21246651.62,8926835.29,0.00,0.00,0.00,95555456.24,0.00,0.00,0.00
2006-01-01,0.00,-75.97,4791.99,10407.16,0.00,4.76,375.43,579.03,97.90,0.00,0.00,0.00,1324.75,0.00,0.00,0.00,0.00,0.00,6120185.85,9545938.05,0.00,5062.79,225909.32,299285.19,61943.24,0.00,0.00,928.78,0.00,0.00,1494315.80,275671175.57,301176629.64,0.00,1255494.25,54024979.29,28448721.64,22840531.52,0.00,0.00,0.00,63494501.75,0.00,0.00,0.00
2006-02-01,0.00,-38.53,4389.76,9488.48,0.00,6.56,197.47,574.17,82.56,0.00,0.00,0.00,1218.88,0.00,0.00,0.00,0.00,0.00,5604824.89,8745589.47,0.00,6851.95,118113.31,295625.65,50009.38,0.00,0.00,931.01,0.00,0.00,687541.54,250763365.49,640867183.62,0.00,4656784.54,15309826.82,34358432.26,15036999.29,0.00,0.00,0.00,120534183.21,0.00,0.00,0.00
2006-03-01,0.00,-24.25,4876.91,10175.15,0.00,0.35,242.64,611.04,65.14,0.00,0.00,0.00,1169.67,0.00,0.00,0.00,0.00,0.00,6213490.78,9358572.53,0.00,359.66,139880.14,308515.94,38122.76,0.00,0.00,938.21,0.00,0.00,460184.76,121537928.10,252001271.92,0.00,49889.42,8838953.19,18185860.28,2476656.57,0.00,0.00,0.00,36730160.77,0.00,0.00,0.00
2006-04-01,0.00,-5.59,4359.88,9562.94,0.00,0.40,226.90,428.89,36.61,0.00,0.00,0.00,1196.62,0.00,0.00,0.00,0.00,0.00,5568116.14,8762387.33,0.00,413.26,129765.32,236173.57,20080.56,0.00,0.00,931.06,0.00,0.00,81287.99,100721528.96,222431336.06,0.00,27222.23,6861559.46,11230031.22,1177779.98,0.00,0.00,0.00,34935492.74,0.00,0.00,0.00
2006-05-01,0.00,-3.49,4709.35,10317.60,0.00,0.39,359.63,629.82,64.16,0.00,0.00,0.00,1425.30,0.00,0.00,0.00,0.00,0.00,6025717.22,9461048.14,0.00,421.55,205222.31,318660.99,37523.71,0.00,0.00,916.92,45.07,0.00,67863.08,139030742.40,270460743.17,0.00,91642.50,17015810.43,20301491.90,4308458.98,0.00,0.00,0.00,63753921.75,0.00,0.00,0.00
2006-06-01,0.00,-45.88,4693.07,10730.20,0.00,0.03,376.26,727.60,58.75,0.00,0.00,0.00,1510.73,0.00,0.00,0.00,0.00,0.00,5961348.93,9869245.64,0.00,112.31,213729.15,358402.48,34361.46,0.00,0.00,910.61,30.69,0.00,1094749.51,156958697.54,307477622.16,0.00,4586.78,16350450.85,23597298.31,2512022.70,0.00,0.00,0.00,62192635.69,0.00,0.00,0.00
2006-07-01,0.00,-62.46,4917.87,10847.40,0.00,0.52,235.15,725.16,92.88,0.00,0.00,0.00,1550.50,0.00,0.00,0.00,0.00,0.00,6269915.99,9973068.53,0.00,662.39,136778.88,362062.16,55104.30,0.00,0.00,917.55,41.50,0.00,1457886.54,209214758.93,412616374.73,0.00,156600.59,17789921.37,30590404.97,9335740.71,0.00,0.00,0.00,104941165.82,0.00,0.00,0.00
2006-08-01,0.00,-70.99,4793.01,10675.33,0.00,0.37,336.64,778.81,80.39,0.00,0.00,0.00,1272.73,0.00,0.00,0.00,0.00,0.00,6149303.45,9831542.13,0.00,424.28,201874.91,382661.01,45610.65,0.00,0.00,929.76,28.35,0.00,1550161.28,148952095.88,277760633.69,0.00,48493.68,14088543.83,26088145.52,3449874.02,0.00,0.00,0.00,43807400.19,0.00,0.00,0.00
2006-09-01,0.00,-35.95,4429.42,9772.34,0.00,1.55,264.26,772.59,124.33,0.00,0.00,0.00,1078.39,0.00,0.00,0.00,0.00,0.00,5659140.66,8957585.28,0.00,1645.45,159790.05,373102.73,73751.31,0.00,0.00,927.96,26.37,0.00,868640.10,128785741.62,235107981.25,0.00,50931.67,10254821.55,20967648.31,3893049.61,0.00,0.00,0.00,40122556.56,0.00,0.00,0.00
2006-10-01,0.00,-44.56,4543.32,9948.87,0.00,0.07,326.92,796.15,130.35,0.00,0.00,0.00,956.00,0.00,0.00,0.00,0.00,0.00,5833778.99,9120992.41,0.00,59.74,199544.82,377410.51,75674.23,0.00,0.00,936.98,27.03,0.00,1002335.78,138994212.58,249818707.33,0.00,2896.28,11880339.49,22294094.80,3739908.08,0.00,0.00,0.00,34447035.42,0.00,0.00,0.00
2006-11-01,0.00,-73.69,4550.11,9929.60,0.00,1.42,336.21,700.24,174.24,0.00,0.00,0.00,941.73,0.00,0.00,0.00,0.00,0.00,5826283.03,9100775.69,0.00,1481.68,198046.80,333414.77,108992.60,0.00,0.00,940.17,31.22,0.00,1352082.34,151327970.02,306811031.12,0.00,166115.96,15413666.16,23143559.29,8695513.14,0.00,0.00,0.00,41218994.14,0.00,0.00,0.00
2006-12-01,0.00,-114.74,4994.49,9934.06,0.00,1.00,289.83,674.24,147.85,0.00,0.00,0.00,778.14,0.00,0.00,0.00,0.00,0.00,6386407.53,9115651.45,0.00,1063.09,176448.14,324858.30,90834.93,0.00,0.00,963.51,22.76,0.00,2137300.83,115674594.72,219123481.76,0.00,45057.92,10480990.55,17262440.00,4640444.33,0.00,0.00,0.00,24477961.40,0.00,0.00,0.00
2007-01-01,0.00,-146.08,4731.85,10475.59,0.00,17.09,339.98,821.42,384.50,0.00,0.00,0.00,1010.88,0.00,0.00,0.00,0.00,0.00,6055038.57,9649970.25,0.00,17974.20,206256.66,393859.10,271163.14,0.00,0.00,940.97,62.88,0.00,4089600.65,413889156.81,610847236.51,0.00,5908039.68,35763053.31,60184144.56,77001815.07,0.00,0.00,0.00,96251802.01,0.00,0.00,0.00
2007-02-01,0.00,-169.29,4497.29,9536.12,0.00,3.71,313.01,782.34,446.04,0.00,0.00,0.00,992.51,0.00,0.00,0.00,0.00,0.00,5764393.98,8781219.66,0.00,3914.40,185555.83,373707.37,323366.90,0.00,0.00,940.89,47.97,0.00,5209253.56,242241529.02,460821131.81,0.00,428531.88,22617713.88,42305470.57,33336526.48,0.00,0.00,0.00,71405977.68,0.00,0.00,0.00
2007-03-01,0.00,-178.96,4802.49,10321.03,0.00,7.27,388.74,858.10,376.19,0.00,0.00,0.00,1026.15,0.00,0.00,0.00,0.00,0.00,6129260.39,9474015.54,0.00,7635.63,228649.20,411978.21,262262.58,0.00,0.00,938.23,51.95,0.00,6177587.70,273353341.06,552705622.38,0.00,443210.74,23042646.93,46052840.37,30520067.66,0.00,0.00,0.00,72081991.51,0.00,0.00,0.00
2007-04-01,0.00,-158.02,4319.93,8942.13,0.00,0.32,691.01,495.27,453.86,0.00,0.00,0.00,1083.49,0.00,0.00,0.00,0.00,0.00,5568998.43,8238647.16,0.00,330.26,394059.12,256430.69,314363.70,0.00,0.00,933.34,73.34,0.00,7549168.13,277375477.79,744164737.71,0.00,29268.76,47804249.60,43015900.94,43333599.98,0.00,0.00,0.00,88553570.43,0.00,0.00,0.00
2007-05-01,0.00,-171.05,4327.33,9800.22,0.00,0.77,669.67,800.05,394.40,0.00,0.00,0.00,1125.50,0.00,0.00,0.00,0.00,0.00,5536836.35,9032674.87,0.00,849.69,392977.63,384325.02,271303.50,0.00,0.00,921.64,57.65,0.00,6450352.06,251429693.35,582800806.54,0.00,52082.96,40060881.22,47343700.67,25909916.08,0.00,0.00,0.00,72879694.81,0.00,0.00,0.00
2007-06-01,0.00,-160.71,4571.05,10023.17,0.00,17.66,755.64,822.85,428.76,0.00,0.00,0.00,1573.12,0.00,0.00,0.00,0.00,0.00,5839623.39,9274062.93,0.00,18467.79,449129.19,389188.02,297640.27,0.00,0.00,902.20,185.19,0.00,8637590.41,636630416.69,2127666507.56,0.00,19038955.26,96392049.72,133517223.41,128249150.13,0.00,0.00,0.00,363162131.82,0.00,0.00,0.00
2007-07-01,0.00,-186.67,4898.73,11372.94,0.00,6.07,631.92,733.50,324.38,0.00,0.00,0.00,1119.37,0.00,0.00,0.00,0.00,0.00,6286918.46,10507970.50,0.00,6354.99,378065.67,348843.11,218690.21,0.00,0.00,938.97,66.58,0.00,6104203.74,337676369.81,750357852.07,0.00,1108051.21,48323697.25,53463402.15,26864448.15,0.00,0.00,0.00,106070773.04,0.00,0.00,0.00
2007-08-01,0.00,-160.33,4921.25,10578.22,0.00,3.34,479.45,757.46,230.21,0.00,0.00,0.00,982.85,0.00,0.00,0.00,0.00,0.00,6310048.22,9800129.38,0.00,3506.21,284665.10,359816.59,143289.99,0.00,0.00,949.92,44.42,0.00,4633643.05,211533130.54,490564111.16,0.00,108933.49,22681628.16,37762251.45,13016539.94,0.00,0.00,0.00,47161551.39,0.00,0.00,0.00
2007-09-01,0.00,-164.82,4673.72,9478.53,0.00,9.08,469.87,574.07,221.68,0.00,0.00,0.00,1046.38,0.00,0.00,0.00,0.00,0.00,5985471.93,8716945.67,0.00,9494.82,270615.57,284196.46,134615.34,0.00,0.00,944.37,50.49,0.00,5167689.22,218213089.55,509308322.65,0.00,470763.70,24849446.69,28415008.10,14437864.69,0.00,0.00,0.00,63338014.35,0.00,0.00,0.00
2007-10-01,0.00,-176.06,4728.88,9747.06,0.00,5.36,342.73,739.42,322.00,0.00,0.00,0.00,1104.05,14.65,0.00,0.00,0.00,0.00,6047628.15,8948920.46,0.00,5725.53,205976.54,327026.12,214063.82,0.00,0.00,935.90,44.15,0.00,5140210.34,193434327.94,467697090.20,0.00,729686.82,14947601.21,34712473.92,18878486.77,0.00,0.00,0.00,60444104.06,586673.69,0.00,0.00
2007-11-01,0.00,-148.66,4360.93,10002.06,0.00,3.26,606.88,609.11,415.79,0.00,0.00,0.00,814.09,9.90,0.00,0.00,0.00,0.00,5565611.63,9193424.20,0.00,3407.90,355851.90,274762.87,281783.21,0.00,0.00,940.11,49.48,0.00,3879696.76,226123644.54,527103709.70,0.00,356976.52,34729314.82,32336473.66,28429596.42,0.00,0.00,0.00,51073838.38,467777.70,0.00,0.00
2007-12-01,0.00,-158.86,4396.66,10170.83,0.00,6.35,589.94,698.49,411.03,0.00,0.00,0.00,818.09,15.99,0.00,0.00,0.00,0.00,5592275.42,9320279.16,0.00,6650.73,343448.10,310867.93,280775.97,0.00,0.00,935.44,48.74,0.00,4162180.27,195042656.68,548762118.64,0.00,749688.94,35031308.66,37186159.83,28917456.57,0.00,0.00,0.00,49056569.25,719833.62,0.00,0.00
2008-01-01,0.00,-170.80,4712.60,10654.19,0.00,19.57,462.02,713.42,374.83,0.00,0.00,0.00,868.14,31.07,0.00,0.00,0.00,0.00,6003949.29,9802046.16,0.00,20698.52,271638.02,316162.16,252320.19,0.00,0.00,943.49,36.37,0.00,3753679.01,167667132.56,409115448.82,0.00,2265038.96,20763218.03,28816642.34,19711007.15,0.00,0.00,0.00,43793733.38,1145521.27,0.00,0.00
2008-02-01,0.00,-119.68,4647.16,9678.35,0.00,16.11,342.97,690.88,304.66,0.00,0.00,0.00,729.18,41.08,0.00,0.00,0.00,0.00,5926086.99,8905173.39,0.00,17002.60,211984.47,307997.76,196399.51,0.00,0.00,953.09,60.04,0.00,2516879.74,223445427.45,692259095.94,0.00,24633321.84,47645926.83,100934685.16,93248334.53,0.00,0.00,0.00,44963852.89,3565007.82,0.00,0.00
2008-03-01,0.00,-118.09,4763.86,10153.02,0.00,5.38,510.10,710.07,376.20,0.00,0.00,0.00,898.57,40.61,0.00,0.00,0.00,0.00,6078904.11,9348080.75,0.00,5929.71,310148.93,313622.28,246596.22,0.00,0.00,940.23,45.42,0.00,2672502.21,281183647.79,364925629.42,0.00,4874573.01,62961594.83,55025417.69,52810342.71,0.00,0.00,0.00,59999344.52,5585163.44,0.00,0.00
